Date,Price,Open,High,Low,Change %
"Dec 08, 2017",1248.14,1247.34,1252.66,1244.34,0.12%
"Dec 07, 2017",1246.7,1264.26,1264.82,1244.11,-1.36%
"Dec 06, 2017",1263.94,1266.62,1269.32,1262.39,-0.21%
"Dec 05, 2017",1266.55,1276.54,1277.41,1261.11,-0.76%
"Dec 04, 2017",1276.23,1272.93,1277.24,1271.8,-0.31%
"Dec 01, 2017",1280.26,1274.29,1289.58,1271.58,0.43%
"Nov 30, 2017",1274.76,1283.88,1285.7,1270.51,-0.69%
"Nov 29, 2017",1283.57,1293.9,1296.75,1281.98,-0.81%
"Nov 28, 2017",1294.01,1294.85,1297.74,1291.01,-0.04%
"Nov 27, 2017",1294.5,1288.57,1299.2,1286.47,0.49%
"Nov 24, 2017",1288.22,1291.51,1293.61,1286.15,-0.23%
"Nov 23, 2017",1291.25,1292.4,1293.46,1287.46,-0.07%
"Nov 22, 2017",1292.12,1280.38,1294.75,1278.77,0.91%
"Nov 21, 2017",1280.48,1276.7,1284.87,1276.08,0.30%
"Nov 20, 2017",1276.7,1292.68,1294.8,1274.92,-1.37%
"Nov 17, 2017",1294.37,1278.44,1297.04,1277.94,1.24%
"Nov 16, 2017",1278.47,1278.47,1281.6,1274.98,-0.03%
"Nov 15, 2017",1278.8,1281,1289.47,1277.04,-0.15%
"Nov 14, 2017",1280.71,1278.17,1283.68,1270.64,0.21%
"Nov 13, 2017",1277.99,1275.16,1280.22,1274.29,0.14%
"Nov 10, 2017",1276.14,1285.21,1287.16,1273.33,-0.71%
"Nov 09, 2017",1285.3,1281.62,1288.72,1280.09,0.31%
"Nov 08, 2017",1281.3,1275.85,1287.52,1275.23,0.45%
"Nov 07, 2017",1275.53,1281.82,1281.97,1271.68,-0.47%
"Nov 06, 2017",1281.55,1269.49,1283.01,1266.05,0.92%
"Nov 03, 2017",1269.85,1276.8,1279.74,1265.55,-0.48%
"Nov 02, 2017",1275.99,1274.91,1284.49,1273.64,0.13%
"Nov 01, 2017",1274.39,1270.88,1281.25,1267.98,0.22%
"Oct 31, 2017",1271.58,1276.29,1278.36,1268.01,-0.37%
"Oct 30, 2017",1276.24,1273.59,1279.29,1268.8,0.23%
"Oct 27, 2017",1273.35,1268.07,1274.8,1264.1,0.49%
"Oct 26, 2017",1267.11,1277.56,1282.8,1265.69,-0.81%
"Oct 25, 2017",1277.41,1276.85,1280.39,1271.03,0.05%
"Oct 24, 2017",1276.72,1282.01,1284.06,1273.43,-0.42%
"Oct 23, 2017",1282.07,1277.45,1283.66,1272.24,0.11%
"Oct 20, 2017",1280.72,1289.57,1291.47,1277.88,-0.70%
"Oct 19, 2017",1289.79,1281.25,1290.69,1276.61,0.67%
"Oct 18, 2017",1281.17,1285.18,1289.08,1277.13,-0.31%
"Oct 17, 2017",1285.19,1295.32,1296.66,1281.69,-0.74%
"Oct 16, 2017",1294.74,1303.88,1306.8,1291.01,-0.78%
"Oct 13, 2017",1304.88,1293.73,1304.88,1291.04,0.87%
"Oct 12, 2017",1293.6,1292.01,1297.6,1289.47,0.14%
"Oct 11, 2017",1291.8,1287.91,1293.56,1284.12,0.31%
"Oct 10, 2017",1287.85,1284.35,1294.63,1282.29,0.29%
"Oct 09, 2017",1284.1,1275.45,1285.5,1275.21,0.63%
"Oct 06, 2017",1276.03,1269.09,1277.18,1260.89,0.63%
"Oct 05, 2017",1268.05,1275.16,1279.42,1266.9,-0.52%
"Oct 04, 2017",1274.69,1271.64,1282.42,1270.85,0.23%
"Oct 03, 2017",1271.75,1270.71,1274.71,1267.91,0.05%
"Oct 02, 2017",1271.12,1279.5,1279.61,1270.45,-0.65%
"Sep 29, 2017",1279.45,1286.91,1290.47,1278.24,-0.61%
"Sep 28, 2017",1287.3,1281.11,1289,1277.64,0.48%
"Sep 27, 2017",1281.12,1293.61,1296.54,1281.12,-0.99%
"Sep 26, 2017",1293.89,1309.9,1313.92,1293.04,-1.27%
"Sep 25, 2017",1310.55,1297.67,1311.9,1290.63,1.02%
"Sep 22, 2017",1297.38,1291.3,1299.14,1291.3,0.46%
"Sep 21, 2017",1291.39,1301.02,1302.07,1287.99,-0.75%
"Sep 20, 2017",1301.15,1310.94,1316.25,1295.96,-0.77%
"Sep 19, 2017",1311.28,1307.3,1311.78,1304.98,0.28%
"Sep 18, 2017",1307.57,1320.5,1320.5,1305.03,-0.91%
"Sep 15, 2017",1319.62,1329.83,1334.76,1319.62,-0.77%
"Sep 14, 2017",1329.83,1323.56,1330.69,1316.11,0.50%
"Sep 13, 2017",1323.25,1331.95,1335.05,1320.91,-0.65%
"Sep 12, 2017",1331.94,1327.86,1332.43,1322.55,0.35%
"Sep 11, 2017",1327.32,1337.45,1340.36,1326.36,-1.44%
"Sep 08, 2017",1346.71,1348.83,1357.94,1343,-0.18%
"Sep 07, 2017",1349.2,1334.27,1350.27,1332.6,1.13%
"Sep 06, 2017",1334.14,1339.55,1342.84,1331.66,-0.39%
"Sep 05, 2017",1339.33,1335.07,1345.18,1327.96,0.35%
"Sep 04, 2017",1334.67,1334.38,1339.85,1331.92,0.73%
"Sep 01, 2017",1324.97,1321.8,1329.2,1316.65,0.22%
"Aug 31, 2017",1322.07,1308.8,1324.11,1300.82,1.02%
"Aug 30, 2017",1308.76,1309.26,1313.87,1305.26,-0.06%
"Aug 29, 2017",1309.5,1317.75,1326.14,1304.93,-0.08%
"Aug 28, 2017",1310.49,1292.76,1312.99,1292.49,1.50%
"Aug 25, 2017",1291.15,1285.91,1294.14,1278.66,0.37%
"Aug 24, 2017",1286.33,1289.98,1291.3,1284.55,-0.33%
"Aug 23, 2017",1290.62,1285.56,1292.03,1283.09,0.46%
"Aug 22, 2017",1284.72,1291.18,1292.69,1282.11,-0.50%
"Aug 21, 2017",1291.22,1283.6,1293.58,1280.6,0.52%
"Aug 18, 2017",1284.5,1288.2,1301.2,1283.64,-0.27%
"Aug 17, 2017",1288.01,1283.61,1290.47,1282.2,0.38%
"Aug 16, 2017",1283.1,1271.87,1284.29,1268.19,0.86%
"Aug 15, 2017",1272.13,1282.36,1282.77,1267.98,-0.77%
"Aug 14, 2017",1281.95,1289.09,1289.82,1278.12,-0.56%
"Aug 11, 2017",1289.21,1286.45,1292.26,1281.55,0.18%
"Aug 10, 2017",1286.9,1277.56,1288.63,1274.85,0.73%
"Aug 09, 2017",1277.55,1261.41,1279.06,1260.96,1.34%
"Aug 08, 2017",1260.64,1257.61,1265.7,1251.41,0.23%
"Aug 07, 2017",1257.69,1259.03,1260.38,1255.68,-0.07%
"Aug 04, 2017",1258.6,1269.01,1270.94,1254.75,-0.79%
"Aug 03, 2017",1268.65,1266.46,1271.37,1258.7,0.15%
"Aug 02, 2017",1266.7,1268.8,1273.34,1263.18,-0.19%
"Aug 01, 2017",1269.05,1268.8,1274.47,1264.05,-0.04%
"Jul 31, 2017",1269.55,1270.16,1271.48,1265.93,0.02%
"Jul 28, 2017",1269.25,1259.36,1271.34,1257.45,0.81%
"Jul 27, 2017",1259,1260.5,1265.49,1254.52,-0.17%
"Jul 26, 2017",1261.1,1250,1263.92,1243.91,0.96%
"Jul 25, 2017",1249.05,1254.77,1258.18,1249.01,-0.49%
"Jul 24, 2017",1255.24,1255.66,1259.18,1251.78,0.03%
"Jul 21, 2017",1254.9,1244.16,1256.3,1243.35,0.82%
"Jul 20, 2017",1244.74,1241.03,1247.98,1235.24,0.31%
"Jul 19, 2017",1240.87,1242.58,1244.48,1236.05,-0.13%
"Jul 18, 2017",1242.46,1233.84,1245.06,1233.01,0.65%
"Jul 17, 2017",1234.4,1228.6,1236.44,1228.3,0.44%
"Jul 14, 2017",1228.98,1216.63,1233.16,1214.95,0.95%
"Jul 13, 2017",1217.45,1220.21,1224.92,1216.63,-0.21%
"Jul 12, 2017",1220,1217.95,1226.1,1214.51,0.19%
"Jul 11, 2017",1217.69,1214.59,1217.79,1207.89,0.28%
"Jul 10, 2017",1214.35,1213.7,1215.6,1204.85,0.12%
"Jul 07, 2017",1212.9,1224.39,1227.2,1207.25,-1.00%
"Jul 06, 2017",1225.15,1227.06,1229.57,1222.56,-0.15%
"Jul 05, 2017",1226.95,1223.55,1229.34,1217.64,0.24%
"Jul 04, 2017",1223.97,1221.94,1226.74,1220.69,0.29%
"Jul 03, 2017",1220.46,1241.46,1242.83,1218.41,-1.70%
"Jun 30, 2017",1241.6,1244.82,1248.59,1239.7,-0.33%
"Jun 29, 2017",1245.74,1249.18,1253.71,1239.66,-0.29%
"Jun 28, 2017",1249.32,1247.37,1255.11,1247.37,0.18%
"Jun 27, 2017",1247.1,1243.65,1253.13,1241.12,0.21%
"Jun 26, 2017",1244.45,1258.13,1258.54,1236.96,-0.99%
"Jun 23, 2017",1256.9,1250,1259.31,1249.74,0.50%
"Jun 22, 2017",1250.62,1245.55,1255.05,1245.55,0.33%
"Jun 21, 2017",1246.55,1243.16,1248.31,1241.25,0.27%
"Jun 20, 2017",1243.19,1244.04,1248.38,1241.38,0.00%
"Jun 19, 2017",1243.25,1254,1256.12,1243.22,-0.83%
"Jun 16, 2017",1253.63,1254.36,1257.63,1251.55,-0.03%
"Jun 15, 2017",1254,1260.7,1267.04,1251.68,-0.57%
"Jun 14, 2017",1261.18,1266.28,1279.87,1257.15,-0.37%
"Jun 13, 2017",1265.85,1264.75,1269.42,1259.66,0.01%
"Jun 12, 2017",1265.74,1267.42,1271.01,1263.95,-0.05%
"Jun 09, 2017",1266.4,1279.29,1281.3,1264.74,-0.98%
"Jun 08, 2017",1278.9,1287.45,1289.34,1271.49,-0.62%
"Jun 07, 2017",1286.91,1294.39,1295.28,1283,-0.55%
"Jun 06, 2017",1294,1280.26,1296.47,1279.44,1.10%
"Jun 05, 2017",1279.95,1279.34,1283.77,1278,0.00%
"Jun 02, 2017",1279.98,1266.11,1279.98,1259,1.13%
"Jun 01, 2017",1265.64,1268.89,1270.72,1261.49,-0.23%
"May 31, 2017",1268.59,1263.05,1274.24,1259.26,0.43%
"May 30, 2017",1263.1,1267.24,1270.86,1259.39,-0.31%
"May 29, 2017",1266.97,1267.47,1269.12,1265.12,-0.01%
"May 26, 2017",1267.05,1255.6,1269.88,1252.88,0.90%
"May 25, 2017",1255.76,1258.49,1260.08,1253.89,-0.22%
"May 24, 2017",1258.55,1251.26,1259.37,1247.7,0.59%
"May 23, 2017",1251.16,1260.13,1264.18,1250.46,-0.74%
"May 22, 2017",1260.46,1256.1,1263,1251.61,0.39%
"May 19, 2017",1255.55,1246.67,1256.98,1246.61,0.68%
"May 18, 2017",1247.05,1261.56,1265.54,1245.9,-1.09%
"May 17, 2017",1260.74,1237.31,1261.55,1236.3,1.94%
"May 16, 2017",1236.8,1231.46,1239.5,1230.51,0.49%
"May 15, 2017",1230.71,1228.4,1237.76,1227.2,0.15%
"May 12, 2017",1228.83,1225.41,1232.26,1224.55,0.32%
"May 11, 2017",1224.85,1218.74,1228.2,1217.81,0.47%
"May 10, 2017",1219.15,1221.42,1226.15,1217.49,-0.18%
"May 09, 2017",1221.3,1226.12,1229.01,1214.21,-0.41%
"May 08, 2017",1226.3,1225.67,1237.1,1225.36,-0.12%
"May 05, 2017",1227.74,1227.93,1235.79,1225.83,0.00%
"May 04, 2017",1227.75,1238.66,1241.77,1225.7,-0.86%
"May 03, 2017",1238.38,1256.71,1257.29,1236.41,-1.47%
"May 02, 2017",1256.9,1256.51,1257.89,1251.48,0.01%
"May 01, 2017",1256.8,1268.6,1271.6,1254.16,-0.90%
"Apr 28, 2017",1268.15,1264.26,1269.08,1263.3,0.28%
"Apr 27, 2017",1264.6,1268.8,1270.53,1261.61,-0.35%
"Apr 26, 2017",1269.05,1264.41,1271.1,1260.3,0.42%
"Apr 25, 2017",1263.76,1276.96,1278.57,1261.81,-0.90%
"Apr 24, 2017",1275.3,1269.88,1277.48,1266.01,-0.72%
"Apr 21, 2017",1284.5,1281.96,1288.67,1278.43,0.21%
"Apr 20, 2017",1281.85,1280.06,1283.79,1276.74,0.17%
"Apr 19, 2017",1279.66,1290.21,1291.51,1276.48,-0.77%
"Apr 18, 2017",1289.64,1284.94,1292.7,1279.4,0.38%
"Apr 17, 2017",1284.8,1292.96,1295.92,1281.61,-0.07%
"Apr 14, 2017",1285.69,1287.35,1288.75,1285.31,-0.16%
"Apr 13, 2017",1287.74,1285.54,1289.03,1281.74,0.09%
"Apr 12, 2017",1286.6,1274.51,1287.29,1272.42,0.95%
"Apr 11, 2017",1274.44,1255.23,1275.55,1253.29,1.57%
"Apr 10, 2017",1254.73,1254.26,1257.7,1247.5,0.05%
"Apr 07, 2017",1254.05,1252.11,1270.96,1250.8,0.18%
"Apr 06, 2017",1251.8,1256.4,1259.46,1249.85,-0.28%
"Apr 05, 2017",1255.3,1255.73,1257.78,1243.85,-0.07%
"Apr 04, 2017",1256.22,1255.46,1261.9,1254.46,0.23%
"Apr 03, 2017",1253.35,1248.4,1254.2,1244.55,0.34%
"Mar 31, 2017",1249.13,1242.83,1251.11,1240.05,0.47%
"Mar 30, 2017",1243.3,1253.1,1254.2,1242.61,-0.73%
"Mar 29, 2017",1252.45,1251.64,1255.16,1247.25,0.07%
"Mar 28, 2017",1251.63,1253.82,1258.46,1247.52,-0.21%
"Mar 27, 2017",1254.3,1248.01,1261.53,1247.69,0.81%
"Mar 24, 2017",1244.17,1244.88,1252.28,1240.72,-0.09%
"Mar 23, 2017",1245.3,1248.86,1253.62,1242.84,-0.32%
"Mar 22, 2017",1249.35,1244.15,1251.76,1243.89,0.35%
"Mar 21, 2017",1245,1233.78,1248.1,1226.82,0.90%
"Mar 20, 2017",1233.9,1229.79,1236.25,1229.51,0.39%
"Mar 17, 2017",1229.15,1227.31,1232.45,1225.06,0.19%
"Mar 16, 2017",1226.78,1219.03,1233.51,1217.83,0.61%
"Mar 15, 2017",1219.4,1199.11,1222.66,1197.93,1.69%
"Mar 14, 2017",1199.08,1204.25,1208.38,1197.54,-0.41%
"Mar 13, 2017",1204.05,1205.43,1211.66,1202.47,-0.04%
"Mar 10, 2017",1204.55,1200.8,1206.43,1194.62,0.31%
"Mar 09, 2017",1200.83,1207.63,1209.17,1199.12,-0.56%
"Mar 08, 2017",1207.58,1215.65,1218.68,1206.13,-0.67%
"Mar 07, 2017",1215.67,1225.62,1227.25,1213.67,-0.84%
"Mar 06, 2017",1225.96,1232.81,1237.17,1224.65,-0.68%
"Mar 03, 2017",1234.3,1234.8,1236.28,1222.59,-0.08%
"Mar 02, 2017",1235.3,1249.44,1250.36,1231.16,-1.09%
"Mar 01, 2017",1248.94,1248.57,1250.68,1236.53,0.03%
"Feb 28, 2017",1248.59,1252.48,1258.37,1247.48,-0.33%
"Feb 27, 2017",1252.76,1257.41,1263.88,1250.48,-0.33%
"Feb 24, 2017",1256.94,1249.52,1260.48,1247.54,0.60%
"Feb 23, 2017",1249.41,1237.79,1251.21,1235.2,0.95%
"Feb 22, 2017",1237.69,1236.22,1240.72,1231.62,0.14%
"Feb 21, 2017",1235.97,1237.03,1238.92,1225.8,-0.19%
"Feb 20, 2017",1238.38,1235.2,1239.29,1232.62,0.25%
"Feb 17, 2017",1235.29,1239.25,1243.84,1234.52,-0.31%
"Feb 16, 2017",1239.14,1233.34,1242.71,1232.04,0.50%
"Feb 15, 2017",1232.94,1228.89,1233.61,1216.8,0.35%
"Feb 14, 2017",1228.61,1225.74,1234.87,1221.75,0.26%
"Feb 13, 2017",1225.44,1231.84,1232.65,1219.37,-0.70%
"Feb 10, 2017",1234.12,1230.62,1237.07,1221.12,0.26%
"Feb 09, 2017",1230.89,1242.48,1244.52,1230.22,-0.89%
"Feb 08, 2017",1241.99,1234.04,1245.06,1230.29,0.67%
"Feb 07, 2017",1233.72,1235.23,1235.86,1227.41,-0.15%
"Feb 06, 2017",1235.59,1219.67,1235.84,1219.01,1.29%
"Feb 03, 2017",1219.88,1215.89,1221.48,1207.18,0.32%
"Feb 02, 2017",1215.93,1209.53,1225.41,1208.26,0.53%
"Feb 01, 2017",1209.49,1210.89,1213.59,1198.12,-0.09%
"Jan 31, 2017",1210.63,1195.38,1215.49,1193.83,1.28%
"Jan 30, 2017",1195.35,1192.85,1199.88,1188.15,0.31%
"Jan 27, 2017",1191.6,1188.78,1192.06,1181.04,0.25%
"Jan 26, 2017",1188.57,1199.93,1202.67,1184.11,-0.98%
"Jan 25, 2017",1200.31,1208.79,1209.84,1192.83,-0.70%
"Jan 24, 2017",1208.81,1217.4,1219.66,1206.02,-0.71%
"Jan 23, 2017",1217.48,1209.43,1219.54,1209.27,0.62%
"Jan 20, 2017",1209.96,1205.16,1215.3,1198.68,0.40%
"Jan 19, 2017",1205.14,1203.92,1206.88,1195.86,0.12%
"Jan 18, 2017",1203.64,1216.56,1217.6,1201.91,-1.06%
"Jan 17, 2017",1216.54,1202.8,1218.72,1202.38,1.11%
"Jan 16, 2017",1203.17,1200.55,1208.23,1198.17,0.46%
"Jan 13, 2017",1197.66,1195.96,1201.2,1187.93,0.17%
"Jan 12, 2017",1195.66,1191.75,1207.07,1191,0.32%
"Jan 11, 2017",1191.85,1187.74,1198.79,1177.33,0.35%
"Jan 10, 2017",1187.74,1181.32,1190.57,1179.86,0.55%
"Jan 09, 2017",1181.27,1172.64,1185.91,1171.89,0.72%
"Jan 06, 2017",1172.81,1180.38,1181.49,1170.37,-0.65%
"Jan 05, 2017",1180.48,1163.67,1184.99,1162.38,1.43%
"Jan 04, 2017",1163.8,1159.28,1168.23,1156.35,0.42%
"Jan 03, 2017",1158.91,1150.8,1163.61,1145.77,0.73%
"Jan 02, 2017",1150.52,1150.55,1152.66,1149.66,-0.12%
"Dec 30, 2016",1151.85,1158.68,1163.53,1149.49,-0.56%
"Dec 29, 2016",1158.32,1142.39,1159.58,1140.81,1.39%
"Dec 28, 2016",1142.45,1139.64,1144.84,1136.54,0.27%
"Dec 27, 2016",1139.35,1134.06,1149.48,1131.85,0.48%
"Dec 26, 2016",1133.94,1133.94,1133.94,1133.94,0.04%
"Dec 23, 2016",1133.49,1128.89,1136.12,1128.18,0.43%
"Dec 22, 2016",1128.69,1131.8,1134.17,1127.43,-0.27%
"Dec 21, 2016",1131.8,1132.14,1137.5,1129.29,-0.04%
"Dec 20, 2016",1132.2,1139.34,1140.08,1125.63,-0.60%
"Dec 19, 2016",1139.05,1134.35,1142.7,1134.14,0.44%
"Dec 16, 2016",1134.09,1128.44,1141.28,1126.46,0.50%
"Dec 15, 2016",1128.43,1143.81,1144.5,1122.44,-1.38%
"Dec 14, 2016",1144.25,1158.39,1165.1,1139.47,-1.22%
"Dec 13, 2016",1158.35,1162.45,1165.16,1154.71,-0.33%
"Dec 12, 2016",1162.21,1159.01,1165.85,1151.43,0.37%
"Dec 09, 2016",1157.87,1170.48,1172.22,1156.17,-1.08%
"Dec 08, 2016",1170.55,1173.65,1178.62,1168.88,-0.29%
"Dec 07, 2016",1174,1169.64,1180.3,1165.35,0.36%
"Dec 06, 2016",1169.74,1170.18,1175.4,1166.53,-0.04%
"Dec 05, 2016",1170.26,1182.8,1187.79,1157.08,-0.57%
"Dec 02, 2016",1176.92,1171.05,1178.03,1166.2,0.48%
"Dec 01, 2016",1171.3,1173.29,1177.07,1160.77,-0.15%
"Nov 30, 2016",1173.11,1188.72,1195.36,1170.75,-1.29%
"Nov 29, 2016",1188.46,1193.3,1195.06,1180.97,-0.42%
"Nov 28, 2016",1193.44,1183.1,1197.6,1182.96,0.83%
"Nov 25, 2016",1183.63,1184.96,1193.96,1171.96,-0.03%
"Nov 24, 2016",1184,1188.11,1191.34,1181.79,-0.32%
"Nov 23, 2016",1187.77,1212.24,1215.05,1181.57,-2.02%
"Nov 22, 2016",1212.24,1214.29,1221.45,1206.24,-0.15%
"Nov 21, 2016",1214.05,1208.1,1218.02,1205.74,0.44%
"Nov 18, 2016",1208.69,1216.39,1218.13,1203.9,-0.63%
"Nov 17, 2016",1216.39,1225.68,1231.8,1211.12,-0.73%
"Nov 16, 2016",1225.3,1228.38,1233.47,1221.6,-0.23%
"Nov 15, 2016",1228.08,1220.24,1231.54,1219.06,0.64%
"Nov 14, 2016",1220.26,1227.91,1231.56,1211.47,-0.44%
"Nov 11, 2016",1225.68,1259.82,1265.5,1219.5,-2.71%
"Nov 10, 2016",1259.76,1277.68,1292.22,1252.28,-1.43%
"Nov 09, 2016",1278,1275.45,1337.6,1269.38,0.19%
"Nov 08, 2016",1275.64,1281.66,1290.84,1273.04,-0.45%
"Nov 07, 2016",1281.41,1291.61,1295.9,1277.8,-1.75%
"Nov 04, 2016",1304.25,1302.61,1307.11,1294.65,0.04%
"Nov 03, 2016",1303.75,1297.16,1306.9,1285.51,0.49%
"Nov 02, 2016",1297.39,1287.9,1308.26,1287.5,0.72%
"Nov 01, 2016",1288.15,1277.17,1292.21,1275.55,0.84%
"Oct 31, 2016",1277.38,1278.01,1279.64,1270.89,0.08%
"Oct 28, 2016",1276.3,1268.39,1284.53,1262.42,0.63%
"Oct 27, 2016",1268.3,1267.15,1273.17,1265.4,0.10%
"Oct 26, 2016",1266.99,1273.3,1276.89,1264.58,-0.58%
"Oct 25, 2016",1274.35,1265.67,1277.17,1262.4,0.78%
"Oct 24, 2016",1264.44,1266.21,1272.25,1260.75,-0.18%
"Oct 21, 2016",1266.75,1266.1,1268.43,1261.2,0.06%
"Oct 20, 2016",1266,1269.55,1274.02,1264.55,-0.27%
"Oct 19, 2016",1269.4,1262.63,1273.84,1260.24,0.52%
"Oct 18, 2016",1262.84,1256.6,1265.38,1254.9,0.57%
"Oct 17, 2016",1255.7,1250.25,1257.67,1250.25,0.41%
"Oct 14, 2016",1250.55,1258.79,1259.65,1247.51,-0.60%
"Oct 13, 2016",1258.12,1256.14,1262.41,1253.53,0.22%
"Oct 12, 2016",1255.33,1253.45,1259.26,1250.31,0.17%
"Oct 11, 2016",1253.25,1259.06,1262.66,1252.6,-0.52%
"Oct 10, 2016",1259.74,1257.47,1265.35,1256.59,0.22%
"Oct 07, 2016",1256.97,1255.34,1265.74,1241.68,0.18%
"Oct 06, 2016",1254.74,1267.73,1269.94,1250.2,-0.94%
"Oct 05, 2016",1266.7,1269.41,1277.51,1262.12,-0.13%
"Oct 04, 2016",1268.3,1312.18,1313.52,1266.81,-3.33%
"Oct 03, 2016",1311.96,1318.24,1320.11,1309.58,-0.30%
"Sep 30, 2016",1315.96,1320.56,1328.23,1312.83,-0.33%
"Sep 29, 2016",1320.27,1322.08,1326.02,1315.89,-0.09%
"Sep 28, 2016",1321.41,1326.9,1327.74,1317.89,-0.45%
"Sep 27, 2016",1327.36,1337.77,1339.78,1324.81,-0.79%
"Sep 26, 2016",1337.97,1337.07,1342.46,1332.56,0.03%
"Sep 23, 2016",1337.61,1337.69,1341.06,1333.59,0.02%
"Sep 22, 2016",1337.3,1335.12,1344.27,1331.56,0.03%
"Sep 21, 2016",1336.85,1315.1,1337.22,1308.6,1.65%
"Sep 20, 2016",1315.1,1312.8,1318.5,1312.31,0.13%
"Sep 19, 2016",1313.39,1310.77,1318.32,1309.27,0.23%
"Sep 16, 2016",1310.43,1313.91,1318.43,1306.62,-0.29%
"Sep 15, 2016",1314.25,1322.72,1327.53,1309.7,-0.66%
"Sep 14, 2016",1322.97,1318.88,1326.26,1316.13,0.30%
"Sep 13, 2016",1319.05,1327.99,1332.64,1315.72,-0.65%
"Sep 12, 2016",1327.63,1328.29,1330.68,1320.79,-0.04%
"Sep 09, 2016",1328.15,1338.41,1340.03,1327.7,-0.76%
"Sep 08, 2016",1338.35,1345.11,1349.78,1335.54,-0.51%
"Sep 07, 2016",1345.24,1348.67,1353.01,1342.74,-0.34%
"Sep 06, 2016",1349.88,1325.37,1352.16,1324.77,1.72%
"Sep 05, 2016",1327.08,1324.42,1329.32,1322.31,0.16%
"Sep 02, 2016",1325.01,1314.13,1329.09,1309.51,0.85%
"Sep 01, 2016",1313.79,1309.12,1315.38,1302.23,0.37%
"Aug 31, 2016",1308.95,1311.25,1316.54,1305.41,-0.17%
"Aug 30, 2016",1311.15,1323.2,1325.7,1309.15,-0.93%
"Aug 29, 2016",1323.41,1320.47,1325.43,1315.1,0.16%
"Aug 26, 2016",1321.33,1321.89,1341.54,1318.89,-0.03%
"Aug 25, 2016",1321.7,1323.75,1327.5,1317.96,-0.15%
"Aug 24, 2016",1323.75,1337.88,1340.52,1323.7,-1.07%
"Aug 23, 2016",1338.1,1339.34,1345.45,1335.65,-0.07%
"Aug 22, 2016",1339.02,1340.83,1341.65,1332.1,-0.21%
"Aug 19, 2016",1341.78,1352.91,1353.44,1337.93,-0.78%
"Aug 18, 2016",1352.34,1349.05,1356.6,1345.84,0.27%
"Aug 17, 2016",1348.66,1345.7,1352.07,1337.7,0.19%
"Aug 16, 2016",1346.08,1339.69,1358.38,1339.47,0.50%
"Aug 15, 2016",1339.36,1338.08,1344.21,1335.95,0.24%
"Aug 12, 2016",1336.19,1338.7,1356.28,1333.98,-0.20%
"Aug 11, 2016",1338.87,1347.26,1353.78,1335.93,-0.58%
"Aug 10, 2016",1346.67,1340.95,1357.57,1340.3,0.44%
"Aug 09, 2016",1340.75,1334.85,1343.24,1330.47,0.40%
"Aug 08, 2016",1335.38,1335.18,1338.53,1329.84,-0.03%
"Aug 05, 2016",1335.8,1360.72,1365.51,1334.87,-1.87%
"Aug 04, 2016",1361.2,1358.41,1365.45,1348.9,0.24%
"Aug 03, 2016",1357.9,1363.65,1366.85,1354.16,-0.42%
"Aug 02, 2016",1363.68,1353.47,1367.81,1347.06,0.77%
"Aug 01, 2016",1353.21,1349.88,1355.22,1346.24,0.17%
"Jul 29, 2016",1350.91,1335.75,1355.42,1330,1.13%
"Jul 28, 2016",1335.79,1339.38,1345.53,1332.23,-0.30%
"Jul 27, 2016",1339.86,1320.04,1342.62,1315.74,1.48%
"Jul 26, 2016",1320.32,1315.59,1325.08,1313.83,0.36%
"Jul 25, 2016",1315.56,1322.59,1324.12,1312.43,-0.52%
"Jul 22, 2016",1322.38,1330.94,1334.22,1319.58,-0.65%
"Jul 21, 2016",1331.09,1316.31,1334.38,1310.95,1.15%
"Jul 20, 2016",1315.95,1331.81,1336.34,1312.49,-1.21%
"Jul 19, 2016",1332.13,1328.51,1335.29,1325.61,0.25%
"Jul 18, 2016",1328.79,1332.81,1335.7,1323.84,-0.68%
"Jul 15, 2016",1337.85,1336.31,1338.9,1322.55,0.21%
"Jul 14, 2016",1335.1,1344.01,1347.1,1320.22,-0.58%
"Jul 13, 2016",1342.85,1332.4,1345.6,1327.7,0.84%
"Jul 12, 2016",1331.65,1355.16,1358.2,1330.15,-1.74%
"Jul 11, 2016",1355.25,1368.71,1375.11,1351.2,-0.85%
"Jul 08, 2016",1366.8,1359.21,1369.09,1336.08,0.46%
"Jul 07, 2016",1360.6,1363.56,1370.26,1350.8,-0.24%
"Jul 06, 2016",1363.89,1356.74,1375.3,1356.23,0.57%
"Jul 05, 2016",1356.14,1351.15,1357.71,1338.43,0.40%
"Jul 04, 2016",1350.78,1342.58,1357.97,1338.34,0.63%
"Jul 01, 2016",1342.3,1323.38,1344.6,1320.88,1.52%
"Jun 30, 2016",1322.18,1317.71,1324.11,1312.95,0.25%
"Jun 29, 2016",1318.89,1312.39,1328.23,1311.29,0.49%
"Jun 28, 2016",1312.51,1324.45,1326.39,1305.62,-0.93%
"Jun 27, 2016",1324.8,1326.26,1335.7,1317.85,0.67%
"Jun 24, 2016",1315.98,1253.86,1358.7,1251.66,4.80%
"Jun 23, 2016",1255.65,1264.31,1271.65,1255.46,-0.84%
"Jun 22, 2016",1266.31,1268.45,1271,1261.41,-0.17%
"Jun 21, 2016",1268.44,1288.68,1294.38,1264.48,-1.68%
"Jun 20, 2016",1290.15,1285.8,1292.36,1277.74,-0.65%
